source,category,item_name,high,low,avg,change_pct,change_val,date
infolink,Polysilicon,Polysilicon Price - Mono-grade polysilicon (USD),26.0,16.5,18.5,--,--,2026-04-08
infolink,Polysilicon,Polysilicon Price - Mono-grade polysilicon (RMB),37.0,33.0,36.0,-2.7,-1.000,2026-04-08
infolink,Polysilicon,Polysilicon Price - Granular polysilicon (RMB),36.0,34.0,36.0,-2.7,-1.000,2026-04-08
infolink,N Type Wafer,Mono N Type Wafer - 182-183.75mm / 130µm (USD),0.142,0.135,0.138,-4.8,-0.007,2026-04-08
infolink,N Type Wafer,Mono N Type Wafer - 182-183.75mm / 130µm (RMB),0.980,0.930,0.950,-5.0,-0.050,2026-04-08
infolink,N Type Wafer,Mono N Type Wafer - 182*210mm / 130µm (RMB),1.080,1.000,1.050,-4.5,-0.050,2026-04-08
infolink,N Type Wafer,Mono N Type Wafer - 210mm / 130µm (RMB),1.280,1.200,1.250,-3.8,-0.050,2026-04-08
infolink,P Type Cell,Mono PERC Cell - 182-183.75mm / 23.1%+ (USD),0.049,0.045,0.049,+8.9,+0.004,2026-04-08
infolink,N Type Cell,TOPCon Cell - 182-183.75mm / 25.3%+ (USD),0.053,0.050,0.052,-1.9,-0.001,2026-04-08
infolink,N Type Cell,TOPCon Cell - 182-183.75mm / 25.3%+ (RMB),0.350,0.345,0.350,-2.8,-0.010,2026-04-08
infolink,N Type Cell,TOPCon Cell - 182*210mm / 25.3%+ (RMB),0.360,0.350,0.350,-2.8,-0.010,2026-04-08
infolink,N Type Cell,TOPCon Cell - 210mm / 25.3%+ (RMB),0.350,0.340,0.340,-5.6,-0.020,2026-04-08
infolink,Glass to Glass Bifacial N Type Module,182*182-210mm  Mono TOPCon Module (USD),0.500,0.100,0.114,--,--,2026-04-08
infolink,Glass to Glass Bifacial N Type Module,182*182-210mm  Mono TOPCon Module (RMB),0.830,0.690,0.763,--,--,2026-04-08
infolink,Glass to Glass Bifacial N Type Module,210mm  Mono HJT Module (USD),0.115,0.100,0.110,--,--,2026-04-08
infolink,Glass to Glass Bifacial N Type Module,210mm  Mono HJT Module (RMB),0.830,0.730,0.770,--,--,2026-04-08
infolink,China Projects Glass to Glass Bifacial Module,182*182-210mm/210mm TOPCon Module - Ground-mounted project,0.740,0.680,0.700,--,--,2026-04-08
infolink,China Projects Glass to Glass Bifacial Module,182*182-210mm/210mm TOPCon Module - Distributed project,0.830,0.760,0.790,--,--,2026-04-08
infolink,China Projects Glass to Glass Bifacial Module,182*182-210mm BC Module - Ground-mounted project,0.880,0.760,0.810,--,--,2026-04-08
infolink,China Projects Glass to Glass Bifacial Module,182*182-210mm BC Module - C&I project,0.950,0.820,0.860,--,--,2026-04-08
infolink,Region Module,"TOPCon Module - India assembled (USD, FOB)",0.160,0.150,0.155,--,--,2026-04-08
infolink,Region Module,"TOPCon Module - US assembled (USD, DDP)",0.330,0.290,0.300,--,--,2026-04-08
infolink,Region Module,"TOPCon Module - US projects - SEA made (USD, FOB)",0.290,0.250,0.270,--,--,2026-04-08
infolink,Region Module,"TOPCon Module - Europe projects - China made (USD, FOB)",0.131,0.100,0.116,--,--,2026-04-08
infolink,Region Module,"BC Module - Europe C&I projects - China made (USD, FOB)",0.166,0.119,0.139,+1.5,+0.002,2026-04-08
infolink,Region Module,"BC All Black Module - Europe Residential projects - China made (USD, FOB)",0.230,0.183,0.197,+5.3,+0.010,2026-04-08
